district,property_type,bedrooms,bathrooms,size_sqm,year_built,has_garage,has_garden,has_swimming_pool,has_security,is_gated_community,distance_to_cbd_km,road_condition,price_usd
Gasabo,Townhouse,4,3,122,2023,1,1,0,1,0,0.5,Gravel,273500
Gasabo,Bungalow,2,1,80,2003,1,0,0,0,0,4.0,Gravel,218000
Gasabo,Standalone Villa,3,2,95,2012,0,1,0,1,1,13.6,Gravel,317400
Rubavu,Apartment,3,2,82,2009,0,1,0,1,0,3.2,Tarmac,130700
Rubavu,Standalone Villa,3,2,75,2002,1,1,0,1,1,8.4,Tarmac,199500
Nyarugenge,Apartment,5,4,144,2021,0,1,0,0,0,38.9,Dirt,192300
Nyarugenge,Townhouse,4,4,104,2015,0,1,0,1,1,8.3,Tarmac,312600
Nyarugenge,Apartment,3,3,90,2003,0,1,0,0,1,0.9,Tarmac,255100
Gasabo,Apartment,4,4,111,1997,1,1,0,1,0,14.8,Tarmac,249700
Rubavu,Standalone Villa,3,2,67,2011,1,1,0,1,0,27.2,Tarmac,137100
Kicukiro,Standalone Villa,5,5,168,2011,1,0,0,0,0,10.0,Gravel,301300
Kicukiro,Bungalow,3,2,82,2005,1,0,0,0,0,4.3,Dirt,181700
Kicukiro,Standalone Villa,4,4,100,2016,1,1,0,1,0,23.7,Tarmac,299200
Gasabo,Townhouse,4,3,117,1999,0,1,0,1,0,27.7,Gravel,220200
Gasabo,Apartment,2,2,61,2014,0,0,0,1,0,21.9,Gravel,158800
Nyarugenge,Bungalow,4,3,93,2020,1,0,0,1,1,4.2,Gravel,267000
Gasabo,Standalone Villa,2,2,64,2010,1,1,0,1,0,12.5,Tarmac,282400
Nyarugenge,Townhouse,3,3,74,2016,1,0,0,1,1,8.5,Gravel,269700
Gasabo,Apartment,3,3,115,2006,1,0,0,0,0,1.6,Dirt,206000
Kicukiro,Townhouse,5,4,157,2022,1,0,0,0,0,6.1,Tarmac,286700
Gasabo,Apartment,4,4,114,2020,0,1,0,1,0,11.0,Gravel,216400
Kicukiro,Standalone Villa,4,4,108,2015,1,0,0,1,0,18.1,Dirt,256400
Nyarugenge,Bungalow,4,3,118,2010,0,0,0,1,1,15.9,Gravel,244000
Gasabo,Bungalow,3,2,99,1990,0,0,1,0,1,1.3,Gravel,243000
Nyarugenge,Standalone Villa,5,4,149,1993,1,0,0,1,0,5.4,Dirt,338500
Kicukiro,Townhouse,3,3,86,1993,1,1,0,0,1,5.2,Tarmac,225800
Nyarugenge,Apartment,3,3,90,2015,0,1,0,1,1,18.3,Gravel,215700
Huye,Townhouse,2,1,50,1993,1,0,0,1,1,0.5,Tarmac,131300
Nyarugenge,Townhouse,4,4,114,1998,1,0,0,0,0,10.7,Tarmac,287700
Gasabo,Standalone Villa,4,3,88,2019,1,1,0,1,1,7.7,Tarmac,335200
Gasabo,Bungalow,3,3,104,1993,1,0,1,1,1,20.4,Tarmac,254500
Gasabo,Townhouse,1,1,40,1994,0,1,0,1,0,4.9,Tarmac,223200
Nyarugenge,Apartment,4,4,108,2012,1,0,0,0,0,8.6,Tarmac,250100
Gasabo,Townhouse,1,1,58,2005,1,0,0,0,0,28.8,Tarmac,199400
Kicukiro,Apartment,4,4,121,2011,1,0,0,0,0,10.9,Tarmac,217200
Nyarugenge,Townhouse,5,5,134,1997,1,1,0,0,1,0.6,Gravel,302800
Kicukiro,Townhouse,3,2,102,2022,0,0,0,0,1,1.5,Tarmac,258700
Musanze,Apartment,2,2,65,2005,0,0,0,0,1,13.8,Tarmac,116900
Gasabo,Townhouse,4,3,125,1994,1,0,0,1,0,3.3,Gravel,246900
Gasabo,Standalone Villa,4,3,113,2005,0,0,0,1,0,9.8,Tarmac,312600
Nyarugenge,Standalone Villa,3,3,96,1996,1,0,1,1,0,9.6,Dirt,327200
Kicukiro,Apartment,5,5,146,1990,0,0,0,1,1,40.0,Dirt,176500
Nyarugenge,Apartment,2,1,68,1998,0,0,0,1,0,5.1,Tarmac,225500
Kicukiro,Townhouse,3,2,61,2007,0,1,0,1,0,10.7,Dirt,167900
Gasabo,Apartment,4,3,113,1992,1,1,0,0,0,0.5,Gravel,247600
Musanze,Standalone Villa,4,3,145,2013,0,0,1,0,0,5.0,Tarmac,215100
Musanze,Townhouse,2,1,48,2017,1,0,0,1,0,1.7,Gravel,122100
Nyarugenge,Apartment,4,4,110,1999,0,1,0,1,0,14.7,Gravel,238300
Gasabo,Standalone Villa,3,3,83,1998,1,0,0,1,1,14.7,Gravel,281100
Nyarugenge,Standalone Villa,3,2,71,2002,0,0,0,1,0,2.2,Gravel,321400
Kicukiro,Townhouse,2,2,40,2012,0,1,0,0,1,3.1,Tarmac,211000
Gasabo,Standalone Villa,4,3,116,2006,1,1,0,1,0,9.7,Dirt,276200
Rubavu,Standalone Villa,2,2,62,1996,1,0,0,1,1,10.7,Dirt,150400
Gasabo,Apartment,3,3,89,2005,0,0,0,1,0,8.6,Gravel,194000
Huye,Townhouse,2,1,57,2009,1,1,0,1,1,40.0,Tarmac,94100
Kicukiro,Apartment,4,4,120,2013,0,0,1,1,1,16.2,Gravel,225200
Gasabo,Bungalow,3,3,105,1994,0,1,1,0,0,4.3,Gravel,239300
Kicukiro,Townhouse,4,4,117,1995,0,0,0,0,1,3.2,Dirt,229900
Rubavu,Bungalow,2,1,51,2017,0,0,0,0,0,7.3,Dirt,76500
Nyarugenge,Standalone Villa,3,3,85,1994,0,1,0,1,1,13.6,Dirt,294100
Musanze,Apartment,3,2,98,1991,0,1,0,0,0,5.2,Tarmac,126900
Nyarugenge,Bungalow,4,4,141,2010,1,1,1,0,1,10.7,Dirt,286300
Nyarugenge,Apartment,5,4,140,2007,0,0,0,0,1,0.5,Tarmac,282400
Musanze,Apartment,1,1,40,2001,1,1,0,1,0,20.8,Tarmac,83000
Gasabo,Apartment,3,3,95,2006,0,1,0,1,0,11.9,Tarmac,210300
Kicukiro,Bungalow,2,2,45,2004,0,1,0,1,1,4.0,Dirt,170100
Gasabo,Townhouse,3,3,90,1996,0,1,0,0,1,3.9,Dirt,240800
Huye,Standalone Villa,2,1,40,2003,1,0,0,0,1,0.9,Tarmac,160600
Huye,Townhouse,3,3,63,1990,1,0,0,0,0,13.5,Tarmac,114600
Gasabo,Standalone Villa,3,2,95,1992,1,1,0,1,0,11.7,Dirt,252500
Nyarugenge,Townhouse,3,3,84,2020,0,1,0,1,0,8.0,Gravel,250200
Rubavu,Standalone Villa,3,3,93,2002,1,0,0,1,0,0.9,Tarmac,175500
Gasabo,Townhouse,4,4,119,2007,1,0,0,0,0,2.4,Tarmac,280300
Nyarugenge,Apartment,3,3,75,2006,0,1,0,1,0,4.9,Gravel,227800
Rubavu,Apartment,2,2,59,2006,0,0,0,1,0,2.5,Dirt,101700
Gasabo,Standalone Villa,4,3,101,2000,0,1,0,0,0,4.6,Tarmac,321300
Nyarugenge,Standalone Villa,2,1,80,2009,1,0,0,0,0,2.0,Tarmac,338700
Gasabo,Townhouse,3,3,69,1999,0,1,0,1,1,3.4,Tarmac,275000
Rubavu,Standalone Villa,3,2,87,2018,1,0,1,1,0,8.5,Tarmac,195600
Huye,Apartment,3,2,74,2023,0,0,0,1,0,17.8,Gravel,102600
Huye,Standalone Villa,2,1,68,2006,0,0,1,1,0,3.9,Dirt,127600
Kicukiro,Standalone Villa,3,3,85,2002,0,1,0,0,0,9.4,Gravel,258500
Rubavu,Apartment,5,5,142,2016,1,1,0,1,1,1.2,Dirt,195800
Musanze,Standalone Villa,3,3,102,2015,0,1,0,0,0,6.2,Dirt,164400
Kicukiro,Apartment,3,2,90,2017,0,0,0,1,1,20.4,Tarmac,191500
Musanze,Standalone Villa,3,3,97,2002,1,1,0,1,0,0.5,Tarmac,219700
Gasabo,Apartment,2,2,45,2001,0,1,0,1,1,2.5,Gravel,197500
Nyarugenge,Bungalow,3,3,68,2017,0,1,0,1,0,1.1,Tarmac,274800
Gasabo,Townhouse,4,4,121,1991,0,1,0,1,0,6.1,Gravel,266900
Gasabo,Apartment,2,1,55,2023,0,0,1,1,1,9.1,Tarmac,240300
Gasabo,Townhouse,2,2,69,2012,0,1,0,0,0,0.5,Gravel,222000
Nyarugenge,Townhouse,2,2,58,2018,0,1,1,0,1,0.6,Gravel,275700
Kicukiro,Standalone Villa,3,2,93,2000,0,1,0,1,0,16.3,Tarmac,245700
Nyarugenge,Townhouse,5,4,125,2022,0,1,0,1,1,4.9,Gravel,316700
Gasabo,Apartment,2,1,88,2000,1,0,0,0,1,5.0,Tarmac,213500
Kicukiro,Townhouse,3,2,87,1998,0,1,1,0,1,23.1,Tarmac,225300
Kicukiro,Standalone Villa,2,1,70,2003,0,1,0,1,0,3.1,Gravel,252500
Musanze,Apartment,5,5,137,1998,0,0,0,1,0,18.2,Tarmac,148300
Kicukiro,Standalone Villa,2,2,64,1992,0,1,0,1,1,29.3,Dirt,197700
Nyarugenge,Bungalow,3,2,70,2018,1,0,0,1,1,2.2,Tarmac,281900
Rubavu,Townhouse,4,3,126,2008,1,0,0,1,0,5.8,Gravel,179700
Nyarugenge,Standalone Villa,4,3,114,2021,0,1,0,1,0,6.1,Gravel,340800
Gasabo,Apartment,3,3,90,1996,1,0,0,0,0,16.1,Tarmac,202500
Gasabo,Standalone Villa,3,3,100,2017,0,0,0,1,1,2.9,Tarmac,335500
Rubavu,Apartment,3,3,71,2007,1,0,1,1,0,12.8,Gravel,135500
Gasabo,Apartment,2,2,49,1994,1,0,0,1,0,28.3,Tarmac,188300
Rubavu,Standalone Villa,2,2,66,2012,1,0,0,0,1,14.7,Tarmac,162100
Kicukiro,Bungalow,3,2,121,2011,0,0,1,0,1,19.2,Gravel,224100
Huye,Townhouse,2,2,57,2015,0,0,0,0,1,9.9,Tarmac,128200
Musanze,Apartment,2,2,68,2001,0,0,0,1,0,18.7,Gravel,80200
Huye,Standalone Villa,3,3,88,2008,0,1,0,0,0,1.4,Gravel,136600
Kicukiro,Bungalow,5,4,179,1990,0,1,0,1,1,10.0,Tarmac,265300
Musanze,Townhouse,3,3,63,1992,1,1,0,1,1,10.5,Tarmac,149100
Kicukiro,Townhouse,2,2,61,2016,0,1,0,1,1,4.6,Tarmac,230100
Kicukiro,Bungalow,2,2,40,2007,1,0,0,1,1,0.7,Gravel,182400
Nyarugenge,Townhouse,5,5,112,2019,1,1,0,1,0,7.8,Tarmac,309400
Rubavu,Apartment,2,1,64,1991,1,1,0,1,1,0.5,Tarmac,150300
Huye,Apartment,2,1,62,1994,0,0,0,0,0,3.9,Tarmac,90200
Musanze,Bungalow,3,3,85,2018,0,0,0,0,0,4.0,Tarmac,160200
Kicukiro,Standalone Villa,3,3,88,2022,1,0,0,1,1,40.0,Gravel,241300
Kicukiro,Apartment,3,2,136,2009,1,1,0,0,0,2.9,Tarmac,229400
Nyarugenge,Standalone Villa,2,2,56,2019,1,0,0,1,0,13.7,Tarmac,323400
Gasabo,Townhouse,1,1,40,1994,1,1,0,1,0,0.5,Tarmac,268100
Gasabo,Bungalow,5,5,140,2010,0,0,1,1,0,6.0,Tarmac,306100
Kicukiro,Apartment,2,1,64,2004,0,0,0,0,1,6.2,Tarmac,178100
Gasabo,Standalone Villa,3,3,86,2009,0,1,0,0,1,7.9,Tarmac,326400
Gasabo,Bungalow,4,4,113,1997,1,1,0,1,0,13.3,Tarmac,253900
Gasabo,Standalone Villa,3,2,117,2020,1,0,0,1,0,11.5,Gravel,306500
Gasabo,Apartment,3,3,107,2001,1,1,0,1,0,11.5,Tarmac,251700
Gasabo,Bungalow,2,2,62,2010,1,0,0,0,0,4.5,Gravel,210100
Huye,Standalone Villa,3,2,55,2019,1,1,0,1,1,10.4,Tarmac,165300
Kicukiro,Standalone Villa,4,4,114,2016,0,1,0,0,0,5.4,Gravel,303500
Kicukiro,Townhouse,5,4,190,2015,0,1,0,0,1,0.6,Tarmac,292400
Nyarugenge,Apartment,2,2,56,2022,1,0,1,0,0,17.7,Dirt,197300
Gasabo,Bungalow,2,2,76,2015,0,0,0,1,0,17.7,Gravel,192700
Huye,Standalone Villa,5,5,171,2015,0,1,0,0,0,3.1,Tarmac,201200
Musanze,Standalone Villa,4,4,123,1990,0,0,0,0,0,19.6,Tarmac,170100
Gasabo,Apartment,4,4,107,2004,0,1,0,0,1,11.4,Gravel,222000
Kicukiro,Standalone Villa,2,1,40,1990,0,1,0,1,0,4.1,Dirt,205900
Rubavu,Townhouse,3,3,100,2000,1,0,0,1,0,3.2,Tarmac,149600
Huye,Townhouse,4,4,107,1991,1,1,0,0,1,29.6,Tarmac,133300
Kicukiro,Bungalow,3,3,92,1990,1,0,0,1,0,10.0,Tarmac,207100
Nyarugenge,Standalone Villa,3,2,71,2020,0,1,0,1,0,3.8,Tarmac,356300
Gasabo,Townhouse,1,1,40,2005,1,1,0,0,1,8.2,Tarmac,239000
Huye,Standalone Villa,3,3,90,2011,1,1,0,0,0,6.8,Tarmac,173100
Gasabo,Townhouse,2,2,64,2007,1,0,0,1,1,5.9,Tarmac,259000
Huye,Townhouse,3,3,73,2006,1,1,0,0,0,8.3,Tarmac,128900
Nyarugenge,Standalone Villa,5,5,167,2019,1,1,0,0,0,6.2,Gravel,380100
Nyarugenge,Apartment,3,2,81,1999,0,0,0,1,0,8.5,Gravel,210600
Kicukiro,Apartment,4,4,94,2010,1,0,0,1,0,19.1,Tarmac,184300
Gasabo,Standalone Villa,2,2,58,2005,0,0,1,1,0,40.0,Dirt,210100
Gasabo,Bungalow,3,3,90,1995,0,1,1,1,0,9.9,Tarmac,257500
Gasabo,Apartment,5,4,152,1992,1,1,0,1,1,21.0,Tarmac,256400
Gasabo,Apartment,2,2,80,2010,0,1,0,0,1,15.6,Gravel,201700
Musanze,Apartment,1,1,40,2002,0,1,0,0,0,2.8,Gravel,97100
Kicukiro,Townhouse,3,3,88,2007,1,0,0,1,0,21.6,Dirt,177000
Gasabo,Standalone Villa,2,2,43,2013,1,0,0,1,0,0.6,Tarmac,311400
Huye,Apartment,4,4,132,2016,0,0,0,1,1,3.2,Tarmac,161400
Rubavu,Standalone Villa,5,5,152,1993,1,0,0,0,0,8.2,Gravel,199700
Rubavu,Townhouse,3,3,83,2011,0,1,0,0,0,6.0,Tarmac,138100
Huye,Standalone Villa,2,2,40,2013,0,1,1,0,0,6.3,Tarmac,158700
Gasabo,Townhouse,3,3,111,1999,0,1,0,1,1,12.7,Gravel,259700
Kicukiro,Apartment,4,4,101,1991,0,0,0,0,0,1.7,Tarmac,207800
Musanze,Standalone Villa,1,1,40,1995,0,1,0,1,0,32.2,Tarmac,112800
Nyarugenge,Apartment,3,2,95,2007,0,1,0,1,0,4.6,Tarmac,241800
Gasabo,Apartment,3,2,72,2006,1,0,0,0,1,23.9,Tarmac,202900
Musanze,Standalone Villa,3,2,67,2012,1,1,0,0,1,3.9,Tarmac,199200
Gasabo,Apartment,2,1,40,2019,1,0,0,0,1,7.4,Tarmac,197300
Gasabo,Townhouse,4,3,130,2010,1,1,0,0,1,4.8,Tarmac,306200
Kicukiro,Apartment,2,1,51,1999,0,1,0,0,0,9.0,Dirt,140300
Nyarugenge,Apartment,2,2,103,2002,1,1,0,0,0,1.6,Tarmac,250300
Nyarugenge,Bungalow,4,3,105,2001,1,0,0,1,1,4.1,Dirt,266100
Gasabo,Standalone Villa,4,4,106,1998,0,0,0,1,0,0.6,Tarmac,347500
Rubavu,Townhouse,1,1,40,1993,0,0,0,0,0,7.3,Tarmac,101700
Gasabo,Townhouse,2,1,63,2013,1,1,0,1,1,26.3,Tarmac,228700
Gasabo,Standalone Villa,2,2,52,2023,1,1,0,1,1,0.5,Tarmac,331000
Rubavu,Townhouse,2,2,69,1994,1,0,0,1,1,8.6,Tarmac,129600
Huye,Standalone Villa,2,1,45,2004,0,1,0,0,1,11.9,Tarmac,129400
Rubavu,Apartment,2,2,40,1993,0,0,0,1,0,1.9,Gravel,93800
Musanze,Apartment,3,3,63,1997,1,0,0,1,1,2.6,Tarmac,161700
Nyarugenge,Standalone Villa,4,3,86,2013,1,1,0,1,0,1.8,Gravel,335000
Nyarugenge,Apartment,3,2,82,2017,0,1,0,1,1,2.8,Gravel,241900
Gasabo,Apartment,3,3,85,2016,0,0,0,0,0,0.9,Tarmac,208300
Kicukiro,Apartment,2,2,50,1990,1,0,0,1,0,3.7,Gravel,165700
Kicukiro,Apartment,5,5,168,2023,1,0,1,1,1,3.7,Gravel,306400
Gasabo,Apartment,4,3,138,2006,0,0,1,1,0,13.2,Dirt,212000
Nyarugenge,Apartment,4,4,114,2015,0,1,0,1,1,12.9,Tarmac,289700
Kicukiro,Apartment,4,4,93,2013,1,1,0,0,0,12.7,Gravel,216500
Gasabo,Apartment,5,5,141,2010,1,0,1,0,0,6.7,Dirt,263300
Gasabo,Standalone Villa,3,3,81,2019,0,0,0,1,0,3.2,Gravel,305800
Nyarugenge,Apartment,2,1,50,2002,0,1,0,1,0,4.2,Tarmac,216700
Gasabo,Bungalow,3,3,79,1992,1,1,0,1,0,3.1,Dirt,200400
Rubavu,Townhouse,4,3,110,2021,0,1,1,1,0,7.0,Dirt,170700
Kicukiro,Standalone Villa,4,4,114,2008,1,0,1,0,1,22.2,Gravel,285300
Kicukiro,Townhouse,3,2,80,2003,1,1,0,1,0,2.7,Tarmac,254500
Nyarugenge,Standalone Villa,2,1,63,2011,0,0,0,0,0,4.9,Gravel,282900
Musanze,Apartment,3,3,95,2006,1,1,0,1,1,8.5,Tarmac,159100
Kicukiro,Bungalow,5,5,136,1993,1,1,0,1,0,14.9,Tarmac,241100
Nyarugenge,Apartment,3,3,109,2008,1,0,0,0,0,2.3,Dirt,220600
Nyarugenge,Bungalow,3,2,75,1991,0,0,0,0,1,2.6,Gravel,233600
Gasabo,Standalone Villa,2,2,40,2004,1,0,0,0,1,17.3,Dirt,233500
Rubavu,Apartment,3,2,95,1991,0,0,1,0,1,0.7,Gravel,152700
Musanze,Standalone Villa,4,3,107,2000,1,0,0,1,1,7.4,Tarmac,221600
Nyarugenge,Standalone Villa,3,2,94,2012,1,1,0,0,0,15.8,Dirt,267500
Rubavu,Apartment,4,3,83,1999,0,0,0,0,1,20.4,Tarmac,120400
Rubavu,Standalone Villa,3,3,110,1992,1,1,1,0,1,0.5,Gravel,214300
Nyarugenge,Townhouse,3,3,100,1994,1,1,0,1,1,3.7,Gravel,266500
Musanze,Standalone Villa,2,2,40,1992,0,1,0,0,0,2.4,Tarmac,143500
Nyarugenge,Apartment,4,3,97,2002,0,1,1,0,1,6.7,Tarmac,279300
Nyarugenge,Apartment,3,2,115,2008,1,0,0,1,0,8.0,Tarmac,268800
Nyarugenge,Bungalow,3,2,78,2013,0,0,1,0,1,40.0,Tarmac,233500
Musanze,Standalone Villa,3,3,77,2013,0,0,1,0,0,5.8,Tarmac,202400
Gasabo,Standalone Villa,5,5,116,2006,1,1,1,1,1,6.4,Tarmac,393500
Rubavu,Bungalow,2,1,54,1999,1,0,0,0,0,4.3,Gravel,98600
Rubavu,Apartment,4,4,116,1991,1,0,1,1,0,1.3,Gravel,165800
Gasabo,Standalone Villa,2,2,70,2012,0,0,0,1,1,2.9,Tarmac,310000
Musanze,Townhouse,3,2,69,1995,0,1,0,1,0,2.3,Gravel,152400
Gasabo,Townhouse,1,1,40,1991,0,0,0,0,1,12.9,Tarmac,191300
Kicukiro,Apartment,3,3,96,2010,1,0,0,1,0,6.3,Tarmac,210500
Nyarugenge,Apartment,3,3,105,2018,1,0,0,1,1,2.8,Tarmac,289200
Gasabo,Townhouse,2,2,40,1996,0,1,0,0,0,5.4,Gravel,211900
Musanze,Apartment,3,2,106,2018,0,1,0,0,0,2.0,Tarmac,141300
Musanze,Bungalow,5,5,150,2012,1,0,0,1,0,1.6,Tarmac,215500
Kicukiro,Apartment,2,2,76,2022,1,1,0,1,1,15.7,Tarmac,205700
Gasabo,Apartment,4,4,118,1997,0,0,0,1,1,23.2,Dirt,180900
Gasabo,Apartment,3,2,52,2001,1,0,0,1,0,0.7,Dirt,204000
Nyarugenge,Townhouse,3,3,87,1999,0,0,0,1,0,11.6,Tarmac,260600
Huye,Bungalow,2,2,75,2004,1,1,0,0,0,4.8,Tarmac,116900
Nyarugenge,Townhouse,2,2,46,2013,1,1,0,1,1,3.9,Dirt,243300
Gasabo,Bungalow,2,2,54,2015,1,0,0,1,1,9.4,Tarmac,223000
Nyarugenge,Apartment,2,2,57,1992,0,1,1,1,0,2.5,Tarmac,241900
Kicukiro,Apartment,2,1,40,1991,0,0,0,0,0,0.5,Tarmac,182000
Musanze,Townhouse,3,2,115,1995,1,1,0,0,0,1.9,Dirt,167800
Gasabo,Bungalow,4,4,106,2010,0,1,0,0,1,1.6,Gravel,243700
Musanze,Townhouse,4,4,127,1998,1,1,0,1,0,0.5,Tarmac,193100
Kicukiro,Townhouse,3,2,88,1999,1,1,0,1,1,3.1,Tarmac,257800
Huye,Standalone Villa,2,2,78,1992,1,1,0,0,0,5.1,Dirt,127000
Kicukiro,Apartment,2,1,66,2013,0,1,0,0,0,10.6,Tarmac,165600
Nyarugenge,Bungalow,3,3,86,2011,1,1,0,1,0,3.2,Gravel,261300
Huye,Apartment,2,1,46,2003,1,0,0,1,1,1.7,Tarmac,127600
Gasabo,Standalone Villa,3,2,101,2016,0,0,0,1,1,2.1,Gravel,318500
Huye,Townhouse,3,2,61,2022,0,0,0,0,0,17.7,Tarmac,107500
Nyarugenge,Apartment,3,2,99,2011,0,1,0,0,0,1.8,Gravel,230600
Gasabo,Townhouse,3,3,73,2018,0,0,0,1,0,16.9,Tarmac,243100
Kicukiro,Apartment,4,3,138,2008,1,1,1,1,1,4.7,Tarmac,290000
Nyarugenge,Townhouse,4,4,122,2008,1,0,1,0,1,21.8,Tarmac,302700
Gasabo,Townhouse,3,3,99,1995,1,1,0,1,0,4.2,Gravel,236000
Nyarugenge,Standalone Villa,5,4,151,2008,1,0,0,1,0,1.6,Tarmac,398600
Kicukiro,Standalone Villa,5,4,123,2002,1,1,0,1,1,6.4,Tarmac,354200
Nyarugenge,Apartment,3,2,77,2015,1,0,1,0,1,7.1,Gravel,267300
Gasabo,Standalone Villa,3,3,100,2011,0,1,0,1,0,8.1,Gravel,299500
Rubavu,Standalone Villa,3,2,92,2010,1,0,0,1,0,4.2,Gravel,158100
Huye,Standalone Villa,5,4,167,1991,0,0,0,1,1,0.5,Tarmac,212900
Huye,Apartment,4,4,126,2019,1,1,0,1,0,7.9,Tarmac,171800
Nyarugenge,Apartment,2,2,45,2016,0,0,0,1,0,21.6,Gravel,181400
Gasabo,Apartment,3,3,78,1996,1,0,0,1,0,25.3,Tarmac,196600
Musanze,Townhouse,3,3,91,2009,1,0,0,1,0,7.3,Dirt,148500
Gasabo,Apartment,3,2,55,2020,0,1,0,0,0,0.5,Tarmac,222700
Gasabo,Bungalow,2,1,85,2012,1,0,0,0,1,0.9,Tarmac,256300
Kicukiro,Townhouse,4,3,126,2002,1,1,0,0,0,14.4,Tarmac,247700
Kicukiro,Townhouse,3,2,108,2006,0,0,0,1,0,14.2,Tarmac,216600
Musanze,Townhouse,4,4,96,1993,0,0,1,1,0,23.4,Tarmac,147800
Nyarugenge,Apartment,4,3,138,2003,1,1,0,0,0,6.6,Tarmac,284200
Kicukiro,Townhouse,4,4,153,2009,0,0,0,0,1,16.0,Dirt,210300
Gasabo,Standalone Villa,3,2,70,2002,0,1,0,0,1,13.9,Tarmac,304100
Huye,Bungalow,3,3,101,1992,0,0,0,1,0,7.1,Tarmac,125200
Kicukiro,Bungalow,2,1,60,2015,0,0,0,0,1,12.2,Tarmac,207400
Kicukiro,Apartment,3,3,66,2015,0,1,0,1,0,1.1,Gravel,199800
Gasabo,Standalone Villa,2,2,67,2007,0,1,0,1,0,8.2,Tarmac,307300
Musanze,Standalone Villa,3,2,102,2021,0,1,1,1,0,24.5,Tarmac,189600
Nyarugenge,Townhouse,2,2,50,2003,0,1,0,1,0,1.4,Gravel,233900
Gasabo,Apartment,2,1,77,1992,1,0,0,1,0,10.9,Tarmac,226900
Gasabo,Apartment,2,2,40,1990,1,0,0,1,0,3.1,Gravel,175600
Nyarugenge,Standalone Villa,1,1,40,2015,0,0,0,1,0,13.6,Gravel,294200
Nyarugenge,Standalone Villa,4,4,122,2013,1,1,0,0,0,9.6,Dirt,328900
Gasabo,Bungalow,4,4,120,2003,0,1,0,1,0,20.8,Tarmac,227900
Huye,Townhouse,3,3,79,1992,1,0,0,1,0,10.0,Tarmac,132400
Gasabo,Standalone Villa,2,2,72,2002,0,0,0,0,1,4.2,Tarmac,288900
Kicukiro,Apartment,2,2,67,2003,1,0,1,0,1,0.5,Tarmac,242500
Huye,Apartment,1,1,42,2010,1,1,0,0,0,12.6,Tarmac,86800
Kicukiro,Standalone Villa,2,2,58,2015,0,1,0,1,0,4.2,Gravel,259200
Nyarugenge,Townhouse,4,4,129,1992,0,0,0,0,1,8.9,Tarmac,291500
Kicukiro,Standalone Villa,2,2,53,1993,1,0,0,1,0,0.9,Tarmac,273500
Gasabo,Standalone Villa,3,2,120,1990,0,0,1,0,1,17.7,Tarmac,330000
Huye,Bungalow,2,2,47,2022,0,1,0,0,0,4.6,Gravel,94500
Kicukiro,Bungalow,2,2,91,1996,0,1,1,1,0,20.2,Tarmac,218300
Rubavu,Apartment,3,2,90,2000,0,0,0,1,0,9.8,Tarmac,115800
Gasabo,Apartment,3,3,69,2016,0,1,1,1,1,1.0,Dirt,241100
Gasabo,Apartment,2,1,80,2003,0,1,0,1,1,6.9,Gravel,195900
Gasabo,Townhouse,2,2,61,2011,0,0,1,0,1,19.3,Tarmac,229600
Nyarugenge,Bungalow,3,3,102,2005,0,1,0,1,0,12.9,Tarmac,235200
Kicukiro,Apartment,2,2,78,2001,1,0,0,0,1,4.3,Tarmac,214300
Rubavu,Apartment,2,1,65,1999,1,1,0,0,0,24.8,Gravel,70400
Kicukiro,Bungalow,5,4,141,2013,1,0,0,0,1,2.5,Gravel,268400
Huye,Townhouse,3,3,104,2007,1,0,0,1,0,3.8,Tarmac,165200
Gasabo,Bungalow,3,3,90,2011,1,1,0,0,1,11.1,Gravel,243900
Rubavu,Standalone Villa,3,2,100,1998,1,1,1,0,1,2.1,Tarmac,225100
Musanze,Standalone Villa,3,3,57,2006,1,0,0,0,0,5.8,Gravel,172800
Musanze,Apartment,3,3,96,2002,0,1,0,0,0,10.4,Tarmac,141600
Musanze,Apartment,3,2,80,1995,1,0,1,0,0,8.3,Tarmac,156200
Musanze,Standalone Villa,4,3,144,2010,0,0,0,0,0,1.4,Dirt,189100
Nyarugenge,Standalone Villa,2,2,69,1996,1,1,0,0,0,7.9,Tarmac,320000
Gasabo,Apartment,3,2,93,2014,0,0,1,0,1,6.8,Dirt,210600
Gasabo,Bungalow,3,2,97,2000,1,0,0,0,0,6.5,Tarmac,226900
Rubavu,Apartment,4,4,105,2003,0,1,0,1,0,14.0,Tarmac,132600
Nyarugenge,Townhouse,3,3,114,2018,0,0,0,1,0,1.6,Gravel,266700
Musanze,Apartment,3,3,119,1999,0,1,1,1,0,11.1,Tarmac,176700
Kicukiro,Townhouse,2,1,65,1994,0,0,1,1,0,11.4,Tarmac,189200
Gasabo,Apartment,3,2,113,1997,0,1,1,0,0,10.3,Tarmac,236800
Gasabo,Townhouse,2,2,51,1994,0,0,0,0,0,5.6,Dirt,184700
Nyarugenge,Apartment,3,2,78,2013,0,0,0,1,0,4.0,Gravel,227100
Kicukiro,Standalone Villa,2,2,60,2015,0,1,0,1,1,4.0,Tarmac,279000
Gasabo,Townhouse,3,3,96,1995,1,1,0,1,0,10.6,Tarmac,275700
Kicukiro,Apartment,2,2,54,2005,0,1,0,1,1,5.5,Tarmac,186100
Gasabo,Apartment,3,3,98,2001,0,0,0,0,1,3.3,Tarmac,231100
